tweet,length,label
Will  speak about this or his masterISI allow him to only propagate the propaganda for Khalistani terrorist   ,113,1
Our only crime is we were born  Shooting an unarmed civilian and then an extra barrage of bullets just to make sure hes dead How much more proof do world leaders need before they  for its crimes against humanity     ,219,1
This is how the smallest Minority of Pakistani Punjabi Sikhs are treated  by majority Punjabi Pak Awam in Pakistan  ,116,1
    Why dont to confront the PAK authorities  They must be questioned and held accountable for violating AFGs sovereignty and territorial integrity  PAK should not be allowed to get away with it    ,204,0
This just goes on to show how  has used state institutions apathetically to pursue its agendas          ,105,0
  They are learned such inhuman act in deobandi madrassas in Pak  ,67,1
         once again will rise up  and beat the  out of   I have strong believe in my Afghan blood   ,102,0
 reports Asad Toor after  protestors instigated by  protested vs Hamid Mir Asma Shirazi amp Fawad Husain   Jago to                 ,134,0
 reports Asad Toor after  protestors instigated by  protested vs Hamid Mir Asma Shirazi amp Fawad Husain   Jago to                    ,137,0
Now  wants to establish an Islamic caliphate in Islamabad You shall reap how you sow Sadly  never learns22  ,113,0
 reports Asad Toor after  protestors instigated by  protested vs Hamid Mir Asma Shirazi amp Fawad Husain   Jago to                    ,137,0
" Biggest Victory of Pakistan on International Platform.Big Slap on the face of India (terrorist state) and RAW..Kulbhushan Jadhav a decleared Indian spy and a terrorist by ICJ .Salute to PAK ARMY,ISI , IMRAN KHAN",,0
Pakistan zindabad . ISI zindabad . Pak army zindabad . we are the only airforce to have shit down Israeli airforce . Israel is a terrorist state #Israel,,0
    These dump can take pakistan into more loses amp cartons like  who were in US to suck the balls will get nothing  send this witch might she vll get something,161,1
Jamshed Dasti bold media talk against Judiciary and establishment   via   What a speech hes speaking for millions right now  Great speech ,138,0
 Miftah sharem tum ko mager nah ati fazlu kahan hai kuch nah kahy ga or wo b jinoh ne kuch din baad ummrah k ly jana  ,118,0
              We all should stand for our nation for our country As we all know that we should do good deeds for others  ,121,0
WE ONLY WATCH ARY IMPORTED HAKOOMAT K FASTAI HATHKANDEY NA MANZOOR ,67,0
  Sir sirf baten nhi krni na amal bhi krn Dushman subha sham ap k samne hain jo pakistan ka bera gharq krne klye bethy hain  Nikale ankhain unki ,145,0
The conspiracy is fully exposed We want our PM back and riddance from this criminal government Has the 24 hour working judiciary gone to sleep ,143,0
 Immediate Election the only ONLY way out of this mess               ,69,0
The jokers like him who cant are thinking to rule our country we have the laughing stock of the world in the matter of few days sigh ,133,0
    Madam Maryam Safdar zara iska bhi hisaaab de dein Shareefon k toolay Chooron ka khandaan Ghareebon ka hq lootnay walay  importedhakoomatnamanzoor,149,0
Two brave leaders  We are living in Jinnahs Pakistan and in the era of Imran Khan          ,91,0
Social media trends against state institutions see a decline after counter action     ,86,0
  Chooron aur gaddaro ki mehfil lagi hai NSC mein      ,55,0
 Yai Ghulamo k liay hai Zehni Ghulamo ko yai baat bilkul Hazam nhi hoti ,72,0
 Oh Saraa chor garaha hai Queta ko lotnaa ,42,0
As antiarmy trends had a few thousand tweetsthe  trend reached 140000 tweets while the  shot up to 300000 tweetsDuring the last seven days591000 tweets have been made under this hashtag     ,190,0
On Friday with three antiarmy hashtags along with  imported government unacceptable were among the top trends on Twitter in Pakistan In such trends the army and judiciary were targeted but not explicitly    ,207,0
 Shame shame shame In ky bee MQM kee trah aakhri JHUUTY hain Hakuumat Kay   ,76,0
 We are all proud of our Ambassador Imported government tried to use NSC to dry clean itself and its foreign friends but all efforts failed as the stain and smell of foreign intervention and conspiracy is too strong to go away ,227,0
Everyone in my list who followed  she is spam she is not a PTI supporter She is using to get follower and now trying to sell her nudesKindly unfollow her just confirmed     ,173,0
 Kia kisi ne software update kar dia ha jo PTI Ka official trend tag nahi ho rha      ,86,0
Way to start your morning If this doesnt make your blood boil idk what will ,76,0
 Comrades we have to unite and like we made  We must attack the leader in this case Bajwa everyone else will fall  ,115,0
